apt,street,city,state,zipcode,min price,amenities,recent viewed,contact number,url
Berendo Terrace, 689 Berendo Street, Los Angeles, CA,90005,2349, 24 Hour Maintenance; Air Conditioning; Barbecue; Cats Allowed; Club House; Deck; Disabled Access; Dishwasher; Elevator; Flooring: Carpet; Flooring: Hardwood; Flooring: Laminate; Flooring: Vinyl; Freezer; Game Room; Large Dogs Allowed; Laundry: Shared; Microwave Oven; On-Site Management; One Year Lease; Online Maintenance Portal; Online Rent Payment; Oven; Patio; Patio Balcony; Picnic Area; Range; Refrigerator; Security: Controlled Access; Security: Gated Entry; Small Dogs Allowed; Stories: 6,119, 1-818-532-5873, https://hotpads.com/berendo-terrace-los-angeles-ca-90005-skq4n2/pad
14937 Septo Street, 14937 Septo Street, Los Angeles, CA,91345, Call, ,10, 805-804-9044, https://hotpads.com/14937-septo-st-mission-hills-ca-91345-1m3pbc0/pad
401 S. Hoover Street, 401 S Hoover Street, Los Angeles, CA,90020,1295, Laundry: Shared; Parking Lot; Patio Balcony; Security: Controlled Access; Swimming Pool,106, 1-213-894-9243, https://hotpads.com/401-s-hoover-street-los-angeles-ca-90020-skfw24/pad
14740 Erwin Street, 14740 Erwin Street, Van Nuys, CA,91411, Call, Air Conditioning; Attached Garage; Cable TV Ready; Carport; Flooring: Hardwood; Garage; Garbage Disposal; Gated Parking; Laundry: Shared; Parking Spaces: 2; Patio Balcony; Secured entry; Security: Controlled Access; Security: Intercom; Washer; Year Built: 2007; Double Pane Windows; Granite countertop; Range/Oven,49, 213-379-0025, https://hotpads.com/14740-erwin-st-van-nuys-ca-91411-ss62p3/pad
313 S Cochran Avenue, 313 S Cochran Avenue, Los Angeles, CA,90036, Call, Flooring: Hardwood; Garage; Laundry: Shared; Water included in rent,53, 818-579-3822, https://hotpads.com/313-s-cochran-ave-los-angeles-ca-90036-snu729/pad
1818 S Ardmore Avenue, 1818 S Ardmore Avenue, Los Angeles, CA,90006, Call, Architecture Style: Craftsman; Covered Parking Spaces: 1; Dryer; Fireplace; Flooring: Hardwood; Heating system: Forced Air; Laundry: In Unit; MLS Listing ID: 18315620; Other Cooling; Refrigerator; Washer; Year Built: 1908,98, 310-713-2812, https://hotpads.com/1818-s-ardmore-ave-los-angeles-ca-90006-1n1tsvd/pad
8546 Hillside Avenue, 8546 Hillside Avenue, Los Angeles, CA,90069, Call, Architecture Style: Contemporary; Fireplace; MLS Listing ID: 18-305872; Year Built: 1996,14, 310-801-8182, https://hotpads.com/8546-hillside-ave-west-hollywood-ca-90069-stx9cu/pad
7244 Hillside Avenue, 7244 Hillside Avenue, Los Angeles, CA,90046,2898, Microwave Oven; Refrigerator; Washer; stove oven,41, 323-842-0283, https://hotpads.com/7244-hillside-avenue-los-angeles-ca-90046-skv2r7/pad
901 S Ardmore Avenue, 901 S Ardmore Avenue, Los Angeles, CA,90006,1295, Ceiling Fan; Flooring: Wood; Laundry: Shared; On-Site Management; Refrigerator; Security: Controlled Access; Storage Space; Abundance of Natural Lighting; Fully-Equipped Kitchen with Quartz Countertops; Large Closets; Renovated Apartment Homes with Classic Charm!; Stainless Steel Appliances; Studios Feature a 'flex' space - Perfect for addit,107, 844-520-6837, https://hotpads.com/901-s-ardmore-los-angeles-ca-90006-ttujx0/pad
8643 Clifton Way, 8643 Clifton Way, Beverly Hills, CA,90211, Call, Fireplace; MLS Listing ID: 18-305056; Patio Balcony; Washer; Year Built: 1923,22, 310-595-0859, https://hotpads.com/8643-clifton-way-beverly-hills-ca-90211-u2nrg0/pad
715 El Atajo Street, 715 El Atajo Street, Los Angeles, CA,90065, Call, Air Conditioning; Cats Allowed; Dryer; Fenced Yard; Fireplace; Flooring: Hardwood; Garbage Disposal; Heating system: Heat: forced air; Laundry: In Unit; Lawn; Master bath; Microwave Oven; Recording studio; Refrigerator; Small Dogs Allowed; Storage Space; Washer; Yard; Year Built: 1965; Range/Oven; Stainless steel appliances; Vaulted Ceiling,32, 310-500-8829, https://hotpads.com/715-el-atajo-st-los-angeles-ca-90065-t9smgv/pad
4531 W 11th Place, 4531 W 11th Place, Los Angeles, CA,90019, Call, Air Conditioning; Dryer; Electricity not included in rent; Flooring: Hardwood; Garbage included in rent; Gas included in rent; Laundry: In Unit; Off Street Parking; Washer; Water included in rent,28, 626-808-6234, https://hotpads.com/4531-w-11th-pl-los-angeles-ca-90019-1n1vguc/pad
4419 Consuelo Road, 4419 Consuelo Road, Woodland Hills, CA,91364, Call, Ceiling Fan; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Carpet; Flooring: Ceramic; Flooring: Hardwood; Flooring: Stone; Garbage Disposal; Heating system: Central Furnace; Heating system: Fireplace; Laundry: In Unit; MLS Listing ID: 218001623; Refrigerator; View Type: Yes; Washer; Year Built: 1983; Wetbar,8, 805-807-8728, https://hotpads.com/4419-consuelo-rd-woodland-hills-ca-91364-1m3s6vp/pad
13445 Vanowen Street, 13445 Vanowen Street, Van Nuys, CA,91405,1750, ,26, hotpads, https://hotpads.com/13445-vanowen-st-van-nuys-ca-91405-sm3mfq/pad
6727 10th Avenue, 6727 10th Avenue, Los Angeles, CA,90043, Call, Carport; Electricity not included in rent; Gas not included in rent; Laundry: Shared; Off Street Parking; Parking Spaces: 1,148, 323-610-1846, https://hotpads.com/6727-10th-ave-los-angeles-ca-90043-1m2qbdk/pad
1650 Federal Avenue, 1650 Federal Avenue, Los Angeles, CA,90025, Call, Air Conditioning; Carport; Garbage Disposal; Laundry: Shared; Microwave Oven; Near Transportation; Parking Spaces: 1; Patio Balcony; Secured entry; Security: Controlled Access; Security: Intercom; Storage Space; Washer; Range/Oven,83, 310-482-8699, https://hotpads.com/1650-federal-ave-los-angeles-ca-90025-sntjs7/pad
12829 Landale Street, 12829 Landale Street, Studio City, CA,91604, Call, Condo Floor Number: 2; Covered Parking Spaces: 2; Fireplace; Flooring: Carpet; Flooring: Hardwood; Lawn; MLS Listing ID: SR18023331; School District: Los Angeles Unified; Sprinkler System; Swimming Pool; View Type: Neighborhood; Year Built: 1942,12, 818-427-1500, https://hotpads.com/12829-landale-st-studio-city-ca-91604-1m3wbm8/pad
3102 London Street, 3102 London Street, Los Angeles, CA,90026, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Flooring: Tile; Freezer; Garbage Disposal; Heating system: Heat: forced air; Large Dogs Allowed; Laundry: In Unit; New property; Off Street Parking; Parking Spaces: 1; Patio Balcony; Refrigerator; Secured entry; Security: Controlled Access; Security: Gated Entry; Sewage included in rent; Small Dogs Allowed; Vintage; Washer; Water included in rent; Range/Oven; Stainless steel appliances; Wired,35, hotpads, https://hotpads.com/3102-london-st-los-angeles-ca-90026-1m2mf19/pad
6500 W 6th Street, 6500 W 6th Street, Los Angeles, CA,90048, Call, Cable TV Ready; Carport; Detached Garage; Dryer; Fenced Yard; Fireplace; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Guest parking; Heating system: Heat: forced air; Landscaping included in rent; Laundry: In Unit; Lawn; Master bath; Near Transportation; Parking Spaces: 2; Patio Balcony; Refrigerator; Sprinkler System; Storage Space; Vintage; Washer; Water included in rent; Yard; Year Built: 1927; security cameras; Alarm; Basement; Granite countertop; Range/Oven; Stainless steel appliances; Vaulted Ceiling; Wired,12, 213-394-5776, https://hotpads.com/6500-w-6th-st-los-angeles-ca-90048-tn4064/pad
3027 Angus Street, 3027 Angus Street, Los Angeles, CA,90039, Call, Architecture Style: Bungalow; Covered Parking Spaces: 2; Dryer; Flooring: Carpet; Flooring: Hardwood; Garbage Disposal; Heating system: Wall; Laundry: In Unit; MLS Listing ID: 18316694; Washer; Year Built: 1950,52, 323-667-0700, https://hotpads.com/3027-angus-st-los-angeles-ca-90039-1m2pb5b/pad
1467 N Kings Road, 1467 N Kings Road, West Hollywood, CA,90069, Call, Air Conditioning; Dryer; Flooring: Hardwood; Furnished; Garage; Laundry: In Unit; Patio Balcony; Washer,11, 512-296-5651, https://hotpads.com/1467-n-kings-rd-west-hollywood-ca-90069-sm4j0q/pad
15252 Devonshire Street, 15252 Devonshire Street, Mission Hills, CA,91345, Call, Air Conditioning; Carport; Dryer; Flooring: Hardwood; Flooring: Tile; Heating system: Heat: forced air; Laundry: In Unit; Off Street Parking; Parking Spaces: 4; Small Dogs Allowed; Washer; Year Built: 1979,12, 818-363-3528, https://hotpads.com/15252-devonshire-st-mission-hills-ca-91345-tyy99t/pad
620 Hauser Boulevard, 620 Hauser Boulevard, Los Angeles, CA,90036,1850, ,162, hotpads, https://hotpads.com/620-hauser-blvd-los-angeles-ca-90036-1m2nzea/pad
11060 W Sunset, 11060 W Sunset, Los Angeles, CA,90049, Call, Attached Garage; Cable TV Ready; Ceiling Fan; Covered Parking Spaces: 3; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Marble; Flooring: Tile; Freezer; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18312194; Patio Balcony; Refrigerator; Swimming Pool; Washer; Year Built: 1950,3, 310-739-4216, https://hotpads.com/11060-w-sunset-blvd-los-angeles-ca-90049-skx8b2/pad
8104 Stewart Avenue, 8104 Stewart Avenue, Los Angeles, CA,90045, Call, Attached Garage; Ceiling Fan; Detached Garage; Dryer; Heating system: Heat: forced air; Landscaping included in rent; Laundry: In Unit; Parking Spaces: 1; Sprinkler System; Washer; Year Built: 1945; Double Pane Windows; Porch,37, 310-968-9836, https://hotpads.com/8104-stewart-ave-los-angeles-ca-90045-u2gjq7/pad
8845 Glider Avenue, 8845 Glider Avenue, Los Angeles, CA,90045, Call, Flooring: Hardwood; Furnished; Laundry: Shared; STORAGE; UTILITIES INCLUDING; WIFI,222, 310-422-7369, https://hotpads.com/8845-glider-ave-los-angeles-ca-90045-1m2qn6s/pad
S Holt Avenue, S Holt Avenue, Los Angeles, CA,90035, Call, Parking Spaces: 2; Patio Balcony; Refrigerator,16, 310-933-4191, https://hotpads.com/1065-s-holt-ave-los-angeles-ca-90035-1n1wv31/pad
1215 Granville Avenue, 1215 Granville Avenue, Los Angeles, CA,90025,1725, Cats Allowed; Dogs Allowed; Flooring: Hardwood; Flooring: Tile; Large Dogs Allowed; Small Dogs Allowed; recessed lighting; stainless steel appliances,80, 424-543-4181, https://hotpads.com/1215-granville-avenue-los-angeles-ca-90025-tturk5/pad
740 Laconia Boulevard, 740 Laconia Boulevard, Los Angeles, CA,90044,1795, ,19, hotpads, https://hotpads.com/740-laconia-blvd-los-angeles-ca-90044-snrkp6/pad
22933 Lull Street, 22933 Lull Street, West Hills, CA,91304, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Garage; Laundry: In Unit; Off Street Parking; Small Dogs Allowed; Washer,39, hotpads, https://hotpads.com/22933-lull-st-canoga-park-ca-91304-1m3gtqx/pad
6000 Temple Hill Drive Street, 6000 Temple Hill Drive Street, Los Angeles, CA,90068, Call, Attached Garage; Dryer; Flooring: Hardwood; Flooring: Marble; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18307780; View Type: Mountain View; Washer; Year Built: 1924,46, 626-204-7100, https://hotpads.com/6000-temple-hill-dr-los-angeles-ca-90068-1m2sxp8/pad
4064 Redwood Avenue, 4064 Redwood Avenue, Los Angeles, CA,90066, Call, Air Conditioning; Attached Garage; Cats Allowed; Ceiling Fan; Dryer; Electricity not included in rent; Fenced Yard; Garbage Disposal; Garbage not included in rent; Gas not included in rent; Laundry: In Unit; Lawn; Master bath; Off Street Parking; Parking Spaces: 2; Refrigerator; Small Dogs Allowed; Washer; Water not included in rent; Double Pane Windows; Range/Oven; Stainless steel appliances,65, 310-776-0102, https://hotpads.com/4064-redwood-ave-los-angeles-ca-90066-w3w3rk/pad
Met Lofts, 1050 S Flowers Street, Los Angeles, CA,90015,2112, Cats Allowed; Courtyards With Water Features; Custom Window Treatments; Dryer; Energy And Sound Efficient Concrete Construction; Energy Efficient Lighting; Energy Efficient Windows; Energy Star Appliances; Expansive 10 To 14 Ft Ceilings; Fitness Center; Flooring: Wood; Garage; Green Friendly Community; High-speed Internet Ready; Large Dogs Allowed; Laundry: In Unit; Modern Track Lighting; Online Payments Available; Onsite Recycling Program; Outdoor Dining And Entertainment Area; Package Service; Parking Lot; Patio Balcony; Programmable Thermostats; Security: Doorman; Security: Night Patrol; Small Dogs Allowed; Sophisticated Granite Countertops; Spacious Open Loft Style Floor Plans; Spacious Walk-In Closets; Stories: 7; Swimming Pool; Washer; Wired For Technology; Year Built: 2005,43, 1-323-745-8455, https://hotpads.com/met-lofts-los-angeles-ca-90015-skfkx1/pad
10837 Alta View Drive, 10837 Alta View Drive, Studio City, CA,91604, Call, Architecture Style: Contemporary; Attached Garage; Covered Parking Spaces: 4; Dryer; Fireplace; Flooring: Hardwood; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18317076; Patio Balcony; Refrigerator; Swimming Pool; Washer; Year Built: 1973,16, 323-481-2061, https://hotpads.com/10837-alta-view-dr-studio-city-ca-91604-1m3w72t/pad
11668 Idaho Avenue, 11668 Idaho Avenue, Los Angeles, CA,90025, Call, Laundry: Shared; Utilities included in rent,82, 310-923-8665, https://hotpads.com/11668-idaho-ave-los-angeles-ca-90025-1m2kxvy/pad
532 N Rampart Boulevard, 532 N Rampart Boulevard, Los Angeles, CA,90026, Call, Air Conditioning; Cats Allowed; Dryer; Electricity not included in rent; Flooring: Hardwood; Garbage not included in rent; Gas not included in rent; Laundry: In Unit; Patio Balcony; Sewage included in rent; Small Dogs Allowed; Washer; Water included in rent,53, 818-326-0315, https://hotpads.com/532-n-rampart-blvd-los-angeles-ca-90026-1n1w964/pad
20757 Haynes Street, 20757 Haynes Street, Canoga Park, CA,91306, Call, Dryer; Heating system: Forced Air; Heating: Wood; Laundry: In Unit; MLS Listing ID: SR18051494; Washer; Year Built: 1956,14, 818-223-9100, https://hotpads.com/20757-haynes-st-winnetka-ca-91306-1m3h79q/pad
The Embassy Apartments, 1223 Federal Avenue, Los Angeles, CA,90025,2298, Air Conditioning; Cats Allowed; Dishwasher; Elevator; Garage; Garbage included in rent; Laundry: Shared; Microwave Oven; Multi-level Garage; On-Site Management; One Year Lease; Online Maintenance Portal; Online Rent Payment; Oven; Patio Balcony; Security: Intercom; Small Dogs Allowed; Swimming Pool,131, 1-424-296-4093, https://hotpads.com/the-embassy-apartments-los-angeles-ca-90025-skhm6u/pad
3/4 Evans Street W, 3/4 Evans Street W, Los Angeles, CA,90027, Call, Air Conditioning; Laundry: Shared; No Utilities included in rent; Off Street Parking; Sewage included in rent; Water included in rent,130, 818-636-8709, https://hotpads.com/3837-34-evans-st-los-angeles-ca-90027-1tybkgt/pad
23941 Bessemer Street, 23941 Bessemer Street, Woodland Hills, CA,91367, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Garage; Laundry: In Unit; Small Dogs Allowed; Washer,21, 818-292-5413, https://hotpads.com/23941-bessemer-st-woodland-hills-ca-91367-1m3sgsy/pad
425 N Gardner Street, 425 N Gardner Street, Los Angeles, CA,90036, Call, Architecture Style: Low Rise; MLS Listing ID: 18-323458; Year Built: 1928,26, 323-810-1593, https://hotpads.com/425-n-gardner-st-los-angeles-ca-90036-t4x6ve/pad
426 S New Hampshire Avenue, 426 S New Hampshire Avenue, Los Angeles, CA,90020, Call, Cats Allowed; Electricity not included in rent; Elevator; Flooring: Hardwood; Gas included in rent; Laundry: Shared; Near Transportation; Refrigerator; Secured entry; Vintage; Water included in rent; Year Built: 1928; Range/Oven,46, 310-710-9361, https://hotpads.com/426-s-new-hampshire-ave-los-angeles-ca-90020-1pk1207/pad
1819 Kelton, 1819 Kelton Avenue, Los Angeles, CA,90025,4495, Building Application Fee: 35; Cats Allowed; Dishwasher; Dryer; Flooring: Laminate; Freezer; Garbage Disposal; Large Dogs Allowed; Laundry: In Unit; Microwave Oven; One Year Lease; Oven; Patio Balcony; Range; Refrigerator; Security: Controlled Access; Six Month Lease; Small Dogs Allowed; Stories: 4; Underground Garage; View Type: City; Washer; Year Built: 2018,122, 1-424-329-6595, https://hotpads.com/1819-kelton-los-angeles-ca-90025-1m2m2a4/pad
22019 Lemarsh Street, 22019 Lemarsh Street, Chatsworth, CA,91311, Call, Attached Garage; Condo Floor Number: 2; Covered Parking Spaces: 4; Fireplace; Garbage Disposal; Heating system: Central Furnace; Lawn; Lot Size: 1.485; MLS Listing ID: SR18054587; Microwave Oven; Patio Balcony; School District: Los Angeles Unified; View Type: None; Washer; Year Built: 1977; Porch; Range/Oven,20, 818-534-4566, https://hotpads.com/22019-lemarsh-st-chatsworth-ca-91311-sku94d/pad
16930 Gault Street, 16930 Gault Street, Lake Balboa, CA,91406, Call, Attached Garage; Ceiling Fan; Condo Floor Number: 1; Covered Parking Spaces: 2; Dryer; Laundry: In Unit; MLS Listing ID: SR18056004; School District: Los Angeles Unified; View Type: Neighborhood; Washer; Year Built: 1949,23, 818-312-3164, https://hotpads.com/16930-gault-st-van-nuys-ca-91406-1m3urz6/pad
18914 Harnett Street, 18914 Harnett Street, Northridge, CA,91326, Call, Condo Floor Number: 1; Covered Parking Spaces: 2; Fireplace; Furnished; Heating system: Central Furnace; MLS Listing ID: SR18023738; School District: Los Angeles Unified; Swimming Pool; View Type: None; Year Built: 1974,5, 818-388-5361, https://hotpads.com/18914-harnett-st-porter-ranch-ca-91326-1m3khep/pad
1670 257th Street, 1670 257th Street, Harbor City, CA,90710, Call, Air Conditioning; Dryer; Easy access to freeways; Laundry: In Unit; Off Street Parking; Small Dogs Allowed; Washer,34, 562-715-5950, https://hotpads.com/1670-257th-st-harbor-city-ca-90710-1m37paj/pad
1731 Federal Avenue, 1731 Federal Avenue, Los Angeles, CA,90025,4190, ,81, hotpads, https://hotpads.com/1731-federal-ave-los-angeles-ca-90025-1tza377/pad
1701 N Beverly Drive, 1701 N Beverly Drive, Beverly Hills, CA,90210, Call, Architecture Style: Contemporary; Cable TV Ready; Covered Parking Spaces: 2; Dryer; Elevator; Exterior Type: Stucco; Fireplace; Flooring: Carpet; Flooring: Marble; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18317268; Microwave Oven; Refrigerator; Security: Intercom; Storage Space; Washer; Year Built: 1989,10, 424-202-3267, https://hotpads.com/1701-n-beverly-dr-beverly-hills-ca-90210-1n20dbe/pad
1653 Sunset Plaza Drive, 1653 Sunset Plaza Drive, Los Angeles, CA,90069, Call, Architecture Style: Contemporary; Covered Parking Spaces: 2; Deck; Furnished; Heating system: Central; MLS Listing ID: 18320962; View Type: City View; Year Built: 1947,14, 310-275-3915, https://hotpads.com/1653-sunset-plaza-dr-west-hollywood-ca-90069-tpyf0x/pad
